"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","39222","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","38597","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","38286","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","37685","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","37946","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","38201","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","38768","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","39502","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","40380","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","40851","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","10 to 14 years","Persons","249","units","0","v467976","5.1.19","41879","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","74391","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","73134","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","70437","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","67858","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","64983","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","62396","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","61138","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","60435","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","60067","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","60010","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","60058","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","59522","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","58095","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","56540","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","55534","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","54647","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","53838","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","52827","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","52234","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","52159","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","51961","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","51473","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","50685","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","49816","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","49197","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","48907","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","48757","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","48591","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","48305","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","47954","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","47269","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","46235","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","44758","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","43378","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","42029","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","41518","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","41090","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","40947","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","40861","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","41095","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","40700","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","40299","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","15 to 19 years","Persons","249","units","0","v467997","5.1.25","41991","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","68024","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","67290","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","66892","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","68558","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","69648","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","69503","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","68051","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","65697","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","62739","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","59905","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","57452","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","57245","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","57499","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","57108","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","56579","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","55945","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","54967","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","53954","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","52172","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","51133","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","50567","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","50379","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","49914","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","49875","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","49987","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","49166","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","48170","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","47188","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","46791","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","46678","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","47211","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","47538","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","47213","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","46523","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","45697","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","44388","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","43785","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","43356","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","42865","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","43211","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","43948","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","44943","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","20 to 24 years","Persons","249","units","0","v468018","5.1.31","48398","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","61495","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","61471","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","62257","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","64015","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","64757","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","64959","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","65061","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","65074","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","65239","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","65775","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","65745","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","64280","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","62248","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","59492","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","57025","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","54726","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","53901","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","53395","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","52613","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","51957","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","51072","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","49747","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","48606","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","47704","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","46963","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","46572","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","45814","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","44944","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","44834","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","45177","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","45213","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","45373","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","44884","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","43703","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","42847","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","42233","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","42081","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","42544","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","43103","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","43853","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","44097","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","45095","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","25 to 29 years","Persons","249","units","0","v468036","5.1.37","47976","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","56022","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","57371","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","57268","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","57843","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","59101","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","60550","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","61861","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","62958","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","63769","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64041","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64141","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64797","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64804","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64750","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64805","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","64594","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","63192","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","61105","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","58418","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","55889","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","53445","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","52067","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","51493","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","50846","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","50137","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","49065","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","47678","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","47156","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","46530","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","46132","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","45708","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","45271","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","44885","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","44796","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","44585","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","43781","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","43654","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","43546","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","43515","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","43983","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","44730","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","45624","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","30 to 34 years","Persons","249","units","0","v468057","5.1.43","48323","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","42009","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","43646","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","47006","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","50392","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","53143","","","","0"
"1985","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","55602","","","","0"
"1986","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","57134","","","","0"
"1987","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","57373","","","","0"
"1988","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","57839","","","","0"
"1989","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","59042","","","","0"
"1990","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","60523","","","","0"
"1991","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","61670","","","","0"
"1992","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","62817","","","","0"
"1993","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","63584","","","","0"
"1994","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","63691","","","","0"
"1995","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","63587","","","","0"
"1996","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","64078","","","","0"
"1997","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","64079","","","","0"
"1998","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","64030","","","","0"
"1999","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","64249","","","","0"
"2000","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","64058","","","","0"
"2001","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","62719","","","","0"
"2002","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","60370","","","","0"
"2003","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","57802","","","","0"
"2004","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","55103","","","","0"
"2005","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","52532","","","","0"
"2006","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","50938","","","","0"
"2007","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","50603","","","","0"
"2008","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","50275","","","","0"
"2009","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","50023","","","","0"
"2010","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","49728","","","","0"
"2011","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","49138","","","","0"
"2012","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","48635","","","","0"
"2013","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","47652","","","","0"
"2014","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","46781","","","","0"
"2015","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","46169","","","","0"
"2016","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","46002","","","","0"
"2017","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","45546","","","","0"
"2018","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","45835","","","","0"
"2019","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","46550","","","","0"
"2020","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","46719","","","","0"
"2021","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","47259","","","","0"
"2022","New Brunswick","2016A000213","Both sexes","35 to 39 years","Persons","249","units","0","v468075","5.1.49","48979","","","","0"
"1980","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","34208","","","","0"
"1981","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","35402","","","","0"
"1982","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","36544","","","","0"
"1983","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","38200","","","","0"
"1984","New Brunswick","2016A000213","Both sexes","40 to 44 years","Persons","249","units","0","v468096","5.1.55","39973","","","","0"
