"REF_DATE","GEO","DGUID","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","3203","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","3055","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","2919","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","2860","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","45 to 49 years","Persons","249","units","0","v480126","14.1.61","2808","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1306","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1337","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1428","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1524","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1576","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1706","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1852","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","1991","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2109","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2268","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2395","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2481","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2587","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2773","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2854","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2865","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2960","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","2979","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3077","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3095","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3237","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3326","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3447","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3485","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3617","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3611","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3543","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3448","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3334","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3267","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3179","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","50 to 54 years","Persons","249","units","0","v480144","14.1.67","3098","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","980","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","976","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","978","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1012","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1066","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1135","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1179","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1223","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1260","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1304","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1452","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1573","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1777","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","1887","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2016","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2134","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2201","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2264","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2347","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2436","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2463","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2589","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2703","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2867","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","2967","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3075","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3134","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3216","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3286","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3420","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3432","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","55 to 59 years","Persons","249","units","0","v480165","14.1.73","3357","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","682","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","716","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","727","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","772","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","789","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","805","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","821","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","799","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","826","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","824","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","856","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","924","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","998","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1093","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1137","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1275","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1353","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1448","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1507","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1611","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1716","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1778","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1890","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","1968","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2091","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2208","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2367","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2463","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2568","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2623","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2676","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","60 to 64 years","Persons","249","units","0","v480183","14.1.79","2696","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","442","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","489","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","494","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","527","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","544","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","561","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","593","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","605","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","612","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","639","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","642","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","658","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","667","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","694","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","716","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","713","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","759","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","831","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","880","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","899","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","995","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1040","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1150","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1222","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1326","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1410","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1481","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1582","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1696","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1813","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","1930","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","65 to 69 years","Persons","249","units","0","v480204","14.1.85","2074","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","293","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","277","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","290","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","314","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","352","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","361","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","398","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","422","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","430","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","446","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","449","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","463","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","480","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","500","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","526","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","521","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","536","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","540","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","550","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","560","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","586","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","596","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","607","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","665","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","716","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","799","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","874","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","935","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","971","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","1054","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","1148","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","70 to 74 years","Persons","249","units","0","v480207","14.1.86","1220","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","212","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","210","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","220","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","232","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","227","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","241","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","237","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","256","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","257","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","279","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","288","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","322","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","315","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","324","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","342","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","360","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","372","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","386","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","392","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","412","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","403","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","423","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","440","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","458","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","434","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","435","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","434","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","475","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","553","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","600","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","671","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","75 to 79 years","Persons","249","units","0","v480210","14.1.87","733","","","","0"
"1991","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","132","","","","0"
"1992","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","133","","","","0"
"1993","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","132","","","","0"
"1994","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","136","","","","0"
"1995","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","152","","","","0"
"1996","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","153","","","","0"
"1997","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","154","","","","0"
"1998","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","160","","","","0"
"1999","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","168","","","","0"
"2000","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","164","","","","0"
"2001","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","168","","","","0"
"2002","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","171","","","","0"
"2003","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","190","","","","0"
"2004","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","196","","","","0"
"2005","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","218","","","","0"
"2006","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","219","","","","0"
"2007","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","222","","","","0"
"2008","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","230","","","","0"
"2009","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","231","","","","0"
"2010","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","235","","","","0"
"2011","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","242","","","","0"
"2012","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","261","","","","0"
"2013","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","267","","","","0"
"2014","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","274","","","","0"
"2015","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","296","","","","0"
"2016","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","289","","","","0"
"2017","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","305","","","","0"
"2018","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","295","","","","0"
"2019","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","299","","","","0"
"2020","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","308","","","","0"
"2021","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","307","","","","0"
"2022","Northwest Territories","2016A000261","Both sexes","80 to 84 years","Persons","249","units","0","v480213","14.1.88","309","","","","0"
