"COUNTRY","Country","PRODUCT","Product","BALANCE","Balance","TIME","Time","Value","Flag Codes","Flags"
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1994","1994",135347,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1995","1995",139006,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1996","1996",143173,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1997","1997",142790,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1998","1998",142789,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1999","1999",142128,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2000","2000",145184,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2001","2001",145616,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2002","2002",144126,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2003","2003",151631,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2004","2004",154159,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2005","2005",156936,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2006","2006",161742,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2007","2007",159348,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2008","2008",155305,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2009","2009",151720,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2010","2010",157657,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2011","2011",163548,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2012","2012",162139,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2013","2013",164580,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2014","2014",159059,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2015","2015",164944,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2016","2016",166635,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2017","2017",170465.352,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2018","2018",170039.461,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2019","2019",163988.501,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2020","2020",158042.741,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2021","2021",179417.579,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1989","1989",117760,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1990","1990",109195,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1991","1991",102833,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1992","1992",98444,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1993","1993",99335,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1994","1994",100003,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1995","1995",103810,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1996","1996",107293,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1997","1997",108851,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1998","1998",108661,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1999","1999",107026,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2000","2000",108818,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2001","2001",109139,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2002","2002",107657,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2003","2003",111462,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2004","2004",114798,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2005","2005",115659,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2006","2006",121279,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2007","2007",124741,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2008","2008",127350,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2009","2009",122303,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2010","2010",129424,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2011","2011",132388,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2012","2012",133278,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2013","2013",134481,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2014","2014",136307,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2015","2015",138927,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2016","2016",143763,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2017","2017",146424.864,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2018","2018",151398.376,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2019","2019",152001.983,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2020","2020",148241.111,,
"POL","Poland","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2021","2021",153954.283,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1989","1989",24609,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1990","1990",27449,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1991","1991",28638,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1992","1992",28699,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1993","1993",29921,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1994","1994",30183,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1995","1995",31859,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1996","1996",33171,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1997","1997",32850,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1998","1998",37473,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1999","1999",41724,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2000","2000",42215,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2001","2001",44844,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2002","2002",44390,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2003","2003",45375,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2004","2004",43482,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2005","2005",44984,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2006","2006",47493,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2007","2007",45908,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2008","2008",44584,,
