"COUNTRY","Country","PRODUCT","Product","BALANCE","Balance","TIME","Time","Value","Flag Codes","Flags"
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2015","2015",46852,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2016","2016",47356,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2017","2017",47660.306,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2018","2018",48897.029,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2019","2019",48810,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2020","2020",47245.999,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2021","2021",48235.706,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1989","1989",10970,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1990","1990",11536,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1991","1991",11526,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1992","1992",11811,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1993","1993",11431,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1994","1994",11641,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1995","1995",12273,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1996","1996",12059,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1997","1997",12176,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1998","1998",12847,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","1999","1999",12919,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2000","2000",13336,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2001","2001",13027,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2002","2002",14477,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2003","2003",13682,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2004","2004",13300,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2005","2005",13065,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2006","2006",12863,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2007","2007",12588,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2008","2008",12066,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2009","2009",11533,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2010","2010",11317,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2011","2011",11140,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2012","2012",11474,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2013","2013",10973,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2014","2014",10679,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2015","2015",10565,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2016","2016",10065,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2017","2017",10564.362,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2018","2018",9863.814,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2019","2019",9903.151,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2020","2020",8883.025,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE002","Own use","2021","2021",9230.527,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1989","1989",211410,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1990","1990",218778,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1991","1991",223687,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1992","1992",228069,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1993","1993",228964,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1994","1994",236555,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1995","1995",243465,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1996","1996",245954,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1997","1997",253674,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1998","1998",260809,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1999","1999",267284,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2000","2000",279319,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2001","2001",285491,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2002","2002",290960,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2003","2003",299789,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2004","2004",304514,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2005","2005",309845,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2006","2006",317566,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2007","2007",318952,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2008","2008",319038,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2009","2009",299915,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2010","2010",309883,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2011","2011",313787,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2012","2012",307217,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2013","2013",297289,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2014","2014",291084,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2015","2015",297180,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2016","2016",295509,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2017","2017",301880.515,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2018","2018",303442.97,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2019","2019",301803.837,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2020","2020",283814.521,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2021","2021",300589,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1989","1989",94900,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1990","1990",97373,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1991","1991",99546,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1992","1992",100058,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1993","1993",101571,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1994","1994",102642,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1995","1995",104581,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1996","1996",103993,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1997","1997",104727,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1998","1998",110283,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","1999","1999",110111,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2000","2000",110498,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2001","2001",113190,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2002","2002",109985,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2003","2003",104306,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2004","2004",109084,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2005","2005",113540,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2006","2006",110603,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2007","2007",114214,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2008","2008",115920,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2009","2009",112620,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2010","2010",119688,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2011","2011",114135,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2012","2012",117630,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2013","2013",118597,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2014","2014",116261,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2015","2015",119295,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2016","2016",121008,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2017","2017",122350,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2018","2018",125045.708,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2019","2019",124263.796,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2020","2020",122309.495,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE012","   Total consumption (calculated)","2021","2021",128356.779,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1989","1989",118131,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1990","1990",120830,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1991","1991",110083,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1992","1992",116540,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1993","1993",119261,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1994","1994",112604,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1995","1995",122607,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1996","1996",104386,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1997","1997",111052,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1998","1998",116063,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","1999","1999",121753,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2000","2000",142317,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2001","2001",120970,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2002","2002",130103,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2003","2003",106784,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2004","2004",109848,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2005","2005",137374,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2006","2006",120995,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2007","2007",136636,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2008","2008",141497,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2009","2009",131165,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2010","2010",123140,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2011","2011",127039,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2012","2012",147128,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2013","2013",133485,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2014","2014",141342,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2015","2015",143904,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2016","2016",148479,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2017","2017",148763,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2018","2018",146237.601,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2019","2019",134665.796,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2020","2020",153651.753,,
"NOR","Norway","CBPRODUCT001","Electricity (GWh)","CBBALANCE003","Total net production","2021","2021",157243.407,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1989","1989",725,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1990","1990",922,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1991","1991",372,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1992","1992",647,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1993","1993",677,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1994","1994",1096,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1995","1995",1235,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1996","1996",760,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1997","1997",995,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1998","1998",901,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1999","1999",528,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2000","2000",484,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2001","2001",549,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2002","2002",922,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2003","2003",518,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2004","2004",791,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2005","2005",1109,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2006","2006",1611,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2007","2007",2648,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2008","2008",3398,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2009","2009",2111,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2010","2010",1827,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2011","2011",1787,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2012","2012",2304,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2013","2013",2200,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2014","2014",3031,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2015","2015",4471,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2016","2016",6154,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2017","2017",5134.231,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2018","2018",3271.415,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2019","2019",5833.707,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2020","2020",7589.555,,
"ITA","Italy","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2021","2021",3771,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1989","1989",1271,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1990","1990",1696,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1991","1991",1620,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1992","1992",1197,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1993","1993",1902,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1994","1994",1369,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1995","1995",1741,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1996","1996",3005,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1997","1997",2477,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1998","1998",3700,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","1999","1999",4488,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2000","2000",3767,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2001","2001",3502,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2002","2002",3430,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2003","2003",3104,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2004","2004",2131,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2005","2005",2802,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2006","2006",3183,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2007","2007",2153,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2008","2008",1313,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2009","2009",2822,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2010","2010",3191,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2011","2011",3929,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2012","2012",2871,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2013","2013",5324,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2014","2014",6344,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2015","2015",5811,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2016","2016",9701,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2017","2017",8189.704,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2018","2018",8324.536,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2019","2019",4700.037,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2020","2020",6096.853,,
"PRT","Portugal","CBPRODUCT001","Electricity (GWh)","CBBALANCE005","Exports","2021","2021",4791,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1989","1989",1372,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1990","1990",1377,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1991","1991",1415,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1992","1992",1198,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1993","1993",1067,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1994","1994",1147,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1995","1995",1230,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1996","1996",1256,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1997","1997",1260,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1998","1998",1295,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","1999","1999",1022,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2000","2000",1166,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2001","2001",1621,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2002","2002",3699,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2003","2003",3621,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2004","2004",4132,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2005","2005",4129,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2006","2006",4334,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2007","2007",4001,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2008","2008",3557,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2009","2009",3878,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2010","2010",4591,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2011","2011",3716,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2012","2012",3817,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2013","2013",2889,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2014","2014",2965,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2015","2015",2766,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2016","2016",2198,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2017","2017",2235.14,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2018","2018",2199.688,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2019","2019",1908.422,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2020","2020",2233.901,,
"LUX","Luxembourg","CBPRODUCT001","Electricity (GWh)","CBBALANCE001","Total gross production","2021","2021",2304.5,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1989","1989",611,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1990","1990",576,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1991","1991",617,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1992","1992",990,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1993","1993",909,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1994","1994",1140,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1995","1995",1164,,
"MEX","Mexico","CBPRODUCT001","Electricity (GWh)","CBBALANCE004","Imports","1996","1996",1387,,
